Stock,P&L,Annualized Return,Annualized VOlatiliy,Sharpe,Sortino,Maximum DrawDown,Maximum Drawdown Days,Profitability,Ratio Profitability,Skewness
GOOGL,4360.15556251526,15.01804535617417,53.06488215599141,0.0001436079311622998,0.003560435914033705,34.91976641456701,247,51.632970451010884,0.9690206840416788,-0.004973369265211034
AAPL,7530.170323570252,24.239738659520604,74.441868575242,-0.004830879131163275,-0.12574219949820006,35.02145064551466,129,51.32192846034214,0.9829940653908837,-0.010270018555384015
IBM,1854.550668449403,6.799165856576694,37.67269674038596,-0.0006600338006794877,-0.01549105976594168,24.220852984123667,119,50.38880248833593,1.0136776655795365,-0.1900473157245339
BIDU,-766.1908823471058,-3.0351267535453585,69.69134345263224,-0.024569942116967055,-0.5540169315153377,74.13190919918804,439,48.98911353032659,1.036523957257368,-0.35962763794044206
JPM,3970.640762847901,13.801572052869137,49.05150057753901,0.0013916952533332527,0.036068921807391886,36.79803973696941,241,49.14463452566096,1.0693673888865047,0.04122429201791239
BLK,1655.5324514770546,6.102303478644289,49.22370568025756,-0.007760153164678435,-0.19062768811626782,41.039640472227816,242,50.85536547433904,0.9811005098228822,-0.1316100421403431
XOM,12248.323397495271,36.23333228346086,69.65353042591197,0.006510490571443996,0.14412423807956512,43.39282227839929,104,52.099533437013996,1.0154826263020205,-0.2416421191246914
VOW3.DE,1456.8618345718387,5.399340557775911,45.33826772197611,-0.006858607294786552,-0.17991889567516894,48.06965621875987,282,50.38880248833593,0.9985338132972074,0.02102302673664117
TM,1181.4695347976685,4.412433335536048,34.09462897483782,-0.0026416544936801543,-0.06781999248781821,32.003969372456176,196,50.69984447900467,0.9888105547144627,0.06492764411143442
KO,3193.2767926445013,11.310124207385552,34.02737773166967,0.009458860919004266,0.22624989512892177,18.2931488739337,102,51.944012441679625,0.9691565483241787,-0.2386467130314187
MCD,3813.7985664520256,13.305873735697205,51.78416415025719,-0.0008329502502013503,-0.020494970644070444,17.235764126895265,209,50.38880248833593,1.019786300840133,-0.14348523903617302
